log10_isochrone_age_yr,EEP,eep,age,feh,mass,initial_mass,radius,density,logTeff,Teff,logg,logL,Mbol,delta_nu,nu_max,phase,dm_deep
5.0,35,35,5.0,0.04267402457065206,0.2291760513868888,0.22917610848618145,2.5234514023167716,0.02010646339004243,3.519541555354831,3307.8176131207065,2.9917353553024566,-0.16319819229421206,5.14799548073553,16.215093971789027,147.71321201199086,-1.0,
5.0,36,36,5.0,0.04267402510708895,0.2355452656460186,0.2355453258901273,2.5642122779999026,0.019695351884040414,3.5216619207864968,3324.006931851653,2.990162111228352,-0.14079867051698752,5.091996676292469,16.037833199653914,146.66398368503678,-1.0,
5.0,37,37,5.0,0.04267402560414535,0.24192565058263024,0.24192571408187974,2.605418495615556,0.019284160308628714,3.5237622944127134,3340.1217265089786,2.988681545435078,-0.11855014304388248,5.036375357609707,15.849505757675006,145.4931468656943,-1.0,
5.0,38,38,5.0,0.04267402597546788,0.24829856269305026,0.24829862955313944,2.6468976001546567,0.018876178520871253,3.525838387894626,3356.1270091669167,2.987314232253006,-0.0965264724104545,4.981316181026137,15.650184214231436,144.1958173262297,-1.0,
5.0,39,39,5.0,0.04267402686855726,0.25709303582227305,0.2570931071587393,2.696252380012648,0.01849098214097058,3.5284669117165817,3376.501225759003,2.985797844109574,-0.06996557456300008,4.9149139364075,15.485319933811144,143.3526231262077,-1.0,
5.0,40,40,5.0,0.042674028136192366,0.2667699880645392,0.2667700644155145,2.7486537119213743,0.01811040546963722,3.531288306665352,3398.5080789412477,2.9844035362334607,-0.041961019969155085,4.844902549922888,15.329554282744274,142.6436295517608,-1.0,
5.0,41,41,5.0,0.04267402960306543,0.2764815536388708,0.2764816351989281,2.8017803734943096,0.017722100132688656,3.534098779005773,3420.5723358094674,2.9831548982279665,-0.014091010894044112,4.775227527235111,15.16411851948822,141.83764555138745,-1.0,
5.0,42,42,5.0,0.04267403124820257,0.2862025334914509,0.2862026204470611,2.85544346350555,0.01733021966681909,3.536886437942854,3442.598997455193,2.982070334809795,0.013538578908758071,4.706153552728105,14.989070424673505,140.93109418842334,-1.0,
5.0,43,43,5.0,0.0426740330972446,0.2959547418346284,0.29595483438033976,2.909842636148618,0.016934332570785207,3.539646147111351,3464.5445251565593,2.9811223053393103,0.04096929016279172,4.637576774593021,14.803306532501892,139.9155919514081,-1.0,
5.0,44,44,5.0,0.042674035480180006,0.3065864390150544,0.3065865378209064,2.9653331302023056,0.016576153616687836,3.542768126343345,3489.5395613676938,2.980499871866405,0.06986518054577409,4.565337048635565,14.628967824794126,139.06923344799662,-1.0,
5.0,45,45,5.0,0.042674037575640034,0.31200802186334364,0.31200812389800425,2.991659827100067,0.01642783840210907,3.5444008838231107,3502.683397364517,2.9804522083990928,0.08407365021394081,4.529815874465148,14.56259263285547,138.89116469520332,-1.0,
5.0,46,46,5.0,0.04267403907949219,0.3148379728670627,0.3148380765974969,3.004831978977316,0.016359793617794455,3.5452568261768898,3509.5935737116874,2.980538260693108,0.09131338553791576,4.511716536155211,14.533413973627793,138.85744399219894,-1.0,
5.0,47,47,5.0,0.04267403991373442,0.3175906361785765,0.31759074159612105,3.0176450876812204,0.01629350431901234,3.5460841328181525,3516.285524592045,2.9806377775470394,0.09831854700857949,4.494203632478552,14.497769732355616,138.71965811272733,-1.0,
5.0,48,48,5.0,0.04267404000121089,0.3209297899075413,0.3209298974114112,3.032767122657099,0.016219749127221305,3.547085324942238,3524.4010742279906,2.980860634959014,0.10666512217316453,4.473337194567089,14.452238858455319,138.50239342137692,-1.0,
5.0,49,49,5.0,0.04267404314122181,0.3300169091208693,0.33001702237321795,3.072506957240734,0.016040166002860658,3.5498029500386705,3546.5243829209962,2.981696327956527,0.12884324570180075,4.417891885745498,14.360970784056546,138.31522302253592,-1.0,
5.0,50,50,5.0,0.042674047380080626,0.3400616924275359,0.34006181207838343,3.1160842036427896,0.01584460615589445,3.5528017069987143,3571.097494289547,2.9824844282510408,0.1530708931870894,4.357322767032277,14.262233462918427,138.08769866420587,-1.0,
5.0,51,51,5.0,0.04267405349645914,0.3526249660954857,0.3526250939073886,3.1694203015829165,0.01561438351091914,3.5565515849971887,3602.0653276997823,2.9834660932970016,0.18281170652931128,4.282970733676722,14.146656559891007,137.81201908683113,-1.0,
5.0,52,52,5.0,0.042674061635434635,0.3663770633654863,0.3663772003494501,3.2256162489391587,0.015390101134503346,3.560623547354244,3635.997260653506,2.9848115326956224,0.2143652814118457,4.204086796470386,14.032864487566847,137.59197774895324,-1.0,
5.0,53,53,5.0,0.04267406995352285,0.37804444449081614,0.3780445895407232,3.27182911057461,0.015216764341322317,3.5640446509956827,3664.7525102728296,2.9860836917671945,0.2404055239247665,4.138986190188084,13.944856031841946,137.4546211615293,-1.0,
5.0,54,54,5.0,0.0426740811074402,0.3908360532963405,0.3908362072733401,3.320764244982435,0.015046371384678086,3.567732959971273,3696.0084884348034,2.987654006920216,0.26805362412349826,4.069865939691255,13.857028712020904,137.36554913692882,-1.0,
5.0,55,55,5.0,0.0426740971988675,0.4075087118331597,0.4075088776235081,3.3832409631094804,0.014835063077899082,3.572269221010034,3734.8160889905407,2.9892221319744787,0.30238844059152165,3.984028898521196,13.749661596380562,137.21101181155422,-1.0,
5.0,56,56,5.0,0.04267411618838013,0.4238137559484881,0.4238139334755005,3.4433965083984255,0.014634073617548237,3.576505310439468,3771.423565814132,2.9905948129196416,0.3346410069067117,3.903397482733221,13.647819558223775,137.0417879476091,-1.0,
5.0,57,57,5.0,0.042674139954394175,0.44031662662105053,0.44031681639821013,3.5052300415343076,0.014413411987437171,3.580852964947825,3809.368313115677,2.992019108596092,0.36749060573318226,3.8212734856670445,13.534946311728776,136.75240211512832,-1.0,
5.0,58,58,5.0,0.042674170596561645,0.4585636544562718,0.4585638579931928,3.572987618789179,0.014172823768371798,3.5853395815460933,3848.9261788347453,2.9931327291129484,0.4020670443728793,3.734832389067802,13.411188360330485,136.36742287491006,-1.0,
5.0,59,59,5.0,0.04267420991192816,0.4790685027267234,0.4790687219395973,3.648212429164718,0.013909405024195751,3.589963466566302,3890.124193719107,2.9938005308883118,0.4386597991347887,3.6433505021630284,13.276616184486064,135.88813377318934,-1.0,
5.0,60,60,5.0,0.04267425956351745,0.4997983329506412,0.499798568515394,3.7267193952147686,0.0136133814392422,3.5947147403456094,3932.9166301484242,2.994278289994561,0.4761580442443505,3.549604889389124,13.125082845059,135.2065410486243,-1.0,
5.0,61,61,5.0,0.04267432812964733,0.5257544445398509,0.525754700728359,3.8211696002166704,0.01328450270930007,3.5999315698237817,3980.444472198398,2.9940445067536823,0.5187646029398056,3.443088492650486,12.95421633781352,134.38463056330698,-1.0,
5.0,62,62,5.0,0.04267441279812667,0.5520835879111862,0.5520838655956009,3.921379615315795,0.012907420747384319,3.605140970658822,4028.477762595696,2.9932058404704054,0.562087352061293,3.3347816198467677,12.76117539270119,133.27236168263258,-1.0,
5.0,63,63,5.0,0.04267448659497597,0.5789622563642566,0.5789625552087242,4.029232703809654,0.012477698636166127,3.6089426313510433,4063.89643093525,2.9899530479417926,0.6008609216454608,3.237847695886348,12.556338754001631,131.7557626676087,-1.0,
5.0,64,64,5.0,0.04267457022336307,0.6058950359976633,0.6058953565565589,4.139283396293869,0.012044068063601072,3.6126202910684104,4098.456133041878,2.986393667295045,0.6389771827439248,3.1425570431401884,12.345511677083328,130.12045729702962,-1.0,
5.0,65,65,5.0,0.042674646816460715,0.6323275623684093,0.6323279041674794,4.244391576355001,0.011658617975096344,3.615574542735125,4126.430575018964,2.9823088393207344,0.672574754454935,3.0585631138626628,12.156759822259215,128.62725025726772,-1.0,
5.0,66,66,5.0,0.04267474998829801,0.6586825851268344,0.658682948810692,4.351690914456507,0.011268168904623992,3.618574133710037,4155.0297120335135,2.978267495748757,0.7062583131792554,2.9743542170518618,11.959553588412053,127.01320838989292,-1.0,
5.0,67,67,5.0,0.04267484900565166,0.6849646143040174,0.6849650005416551,4.461400269199667,0.010874413916863739,3.621609343156965,4184.170210491783,2.974236184932164,0.7400254465587403,2.8899363836031497,11.754547124707036,125.28850775211102,-1.0,
5.0,68,68,5.0,0.04267495777300079,0.7141313366991707,0.7141317476263074,4.579024361311731,0.010486016083391312,3.6244397956686174,4211.529001354423,2.9694101099867085,0.7739507864423414,2.8051230338941466,11.550269431308779,123.54847387538507,-1.0,
5.0,69,69,5.0,0.042675072094405575,0.7471356532034104,0.7471360915075568,4.705866558771527,0.010107224873662887,3.6269473252744473,4235.915863413813,2.9636880051670684,0.8077142127446981,2.720714468138255,11.35101813933032,121.84858635364344,-1.0,
5.0,70,70,5.0,0.042675189282236126,0.7800400827524776,0.7800405492622909,4.8345729057329025,0.00973181555516644,3.6295007477978145,4260.894172519322,2.958207686461903,0.8413649144504989,2.636587713873753,11.148157990450503,120.09530777268641,-1.0,
5.0,71,71,5.0,0.042675309908777104,0.8129412762531082,0.8129417718930136,4.96593334203429,0.009358533705756535,3.632079026988413,4286.265089095489,2.952877070047289,0.8749635749926938,2.5525910625182657,10.940909790239594,118.28440857309437,-1.0,
5.0,72,72,5.0,0.04267543414181052,0.8457615658169155,0.8457620914861459,5.099945780005616,0.008988817430878919,3.634677740954421,4311.989959821917,2.9476585003149194,0.9084877773083286,2.4687805567291785,10.729470614521922,116.41519028809843,-1.0,
5.0,73,73,5.0,0.0426755679869002,0.8785236304073667,0.8785241870587933,5.2371538237479935,0.008622213023551532,3.6372982330565224,4338.086755760424,2.942477960638086,0.9420292879137764,2.3849267802155594,10.512588257127687,114.4700483825127,-1.0,
5.0,74,74,5.0,0.04267571414542015,0.9148954549223086,0.9148960460460605,5.385718086601571,0.008256422543944765,3.6399046872618466,4364.200425034928,2.936787574333872,0.9767516780596788,2.2981208048508033,10.291002277637814,112.46926904203349,-1.0,
5.0,75,75,5.0,0.04267588471903139,0.957837156924454,0.9578377881319886,5.551028778620444,0.007894461929970644,3.642379639793144,4389.142082676278,2.930379578886679,1.0129112125755315,2.2077219685611715,10.071456177880844,110.51880464577827,-1.0,
5.0,76,76,5.0,0.04267605078894454,1.0065849498017605,1.00658562769368,5.7379285619154725,0.0075116667568683095,3.645058335432557,4416.297640939558,2.923467527724467,1.0523893111883826,2.1090267220290437,9.832658543781791,108.39692552959774,-1.0,
5.0,77,77,5.0,0.042676175714081666,1.0433025213736218,1.0433032345955946,5.8747339607686415,0.007254323777681702,3.646866316046843,4434.72113919558,2.9185691562088194,1.0800873682685743,2.0397815793285643,9.669372468811508,106.96103412817945,-1.0,
5.0,78,78,5.0,0.04267626691648618,1.0675276251336272,1.067528361897714,5.963708073383802,0.007095471896945806,3.6479755259411406,4446.062116011391,2.9154467154128234,1.0975805521206994,1.9960486196982519,9.566930190523236,106.06202073216272,-1.0,
5.0,79,79,5.0,0.042676454727510915,1.1131756684907166,1.1131764499051875,6.129189460538314,0.006815627674782996,3.6500191982073984,4467.033384616956,2.9098880140039607,1.1295285807028217,1.916178548242946,9.383677589195322,104.4622973564374,-1.0,
5.0,80,80,5.0,0.0426766667090841,1.161368195511977,1.1613690245601906,6.299883776439392,0.00654822520620277,3.6519834546656273,4487.282943875811,2.904447005046848,1.1612445891684184,1.836888527078954,9.205202655831181,102.927472469987,-1.0,
5.0,81,81,5.0,0.04267679491587306,1.2213158007431406,1.2213166900086625,6.50662446022204,0.006250460893634203,3.6542670654608607,4510.940154497678,2.898259162698718,1.198425440453656,1.74393639886586,9.002326935898854,101.20636539835104,-1.0,
5.0,82,82,5.0,0.042676867033443644,1.2434697082356498,1.243470620072421,6.581448315624712,0.006149248950328713,3.655073728971875,4519.326612194824,2.896130476666969,1.2115835617512811,1.7110410956217974,8.932158523139035,100.61671984997083,-1.0,
5.0,83,83,5.0,0.04267710028009386,1.3062911840643865,1.3062921599799713,6.78912185515945,0.005885054318731755,3.657210550081515,4541.617452047726,2.890548071133651,1.247115103397049,1.6222122415073779,8.746636172003786,99.08769371348556,-1.0,
5.0,84,84,5.0,0.04267782917779139,1.6468306508544008,1.6468319858192055,7.792621134944507,0.0049062485573135315,3.6666579274970816,4641.495433338243,2.871420850134248,1.40464452969165,1.228388675770875,8.02382372308827,93.79474797025671,-1.0,
5.0,85,85,5.0,0.04267814138840631,1.8587548837066756,1.8587564498090592,8.319430902697539,0.004550850371258241,3.6713227747930905,4691.6194146351745,2.8671796268236776,1.480124032901272,1.0396899177468204,7.746915797167346,92.38287103776449,-1.0,
5.0,86,86,5.0,0.042678231644809106,1.994212925232706,1.9942146411915205,8.62387255826735,0.00438344768538772,3.6739543904441945,4720.134678612308,2.866508581292452,1.52186791737195,0.935330206570125,7.614502486197255,91.967411385303,-1.0,
5.0,87,87,5.0,0.04267831354072027,2.1830645865640963,2.183066514138363,9.01952303177278,0.00419437407056157,3.6773035125058855,4756.675364277305,2.8668433023672275,1.5742268894469469,0.8044327763826331,7.462073344881861,91.67858423978156,-1.0,
5.0,88,88,5.0,0.04267834872719156,2.364706611980795,2.3647087452533735,9.378972042864802,0.004040757919540117,3.680186253579652,4788.354039035621,2.867610212892033,1.6197011925598948,0.6907470186002636,7.336080230496845,91.53587729785205,-1.0,
5.0,89,89,5.0,0.04267835567839762,2.4521084959828325,2.452110728986224,9.548034401225658,0.003971449529791201,3.681476988965116,4802.606330203014,2.867854494966457,1.6403816016662074,0.6390459958344819,7.27819197875075,91.45080109631077,-1.0,
5.0,90,90,5.0,0.04267836119893098,2.647842299611169,2.6478447571145822,9.921830377204154,0.0038218004961941836,3.6840415093295342,4831.049744092376,2.867851786997715,1.683995329155708,0.5300116771107302,7.150969632816072,91.18465115783495,-1.0,
5.0,91,91,5.0,0.04267836230287969,2.7863261379659234,2.7863287550867044,10.18148350099143,0.0037217744874957384,3.685698302284941,4849.514947545568,2.867553627127665,1.7130610284302217,0.4573474289244457,7.063733542231942,90.94563421139637,-1.0,
5.0,92,92,5.0,0.04254018882352284,2.93244257213072,2.93244535990498,10.451099988752004,0.0036215526091955105,3.6872619175695434,4867.006402673224,2.8668222799707044,1.7420173714787237,0.3849565713031913,6.976451067432089,90.6757562830072,-1.0,
5.0,93,93,5.0,0.04231511195379656,3.075599405954942,3.075602361090387,10.71459505690546,0.0035249565893405214,3.6887457186896855,4883.663350009937,2.8659107190875326,1.7695800946687,0.31604976332824997,6.889805397681089,90.34552652249859,-1.0,
5.0,94,94,5.0,0.04234753064631436,3.2143056922510587,3.2143088106534834,10.969398719956276,0.0034331280354381773,3.690040216058823,4898.241754266916,2.864813808185452,1.795172205218872,0.25206948695281994,6.8024858527896015,89.93182511522835,-1.0,
5.0,95,95,5.0,0.042486377759772376,3.3980608906296546,3.398064226548978,11.305933803492277,0.0033148442897080544,3.691683767856527,4916.813868042321,2.862756997291727,1.8279936437162023,0.17001589070949485,6.689777649040739,89.32953904155498,-1.0,
5.0,96,96,5.0,0.0419804459579991,3.542276191155491,3.5422796979525843,11.567702199461275,0.003226208361308228,3.6928477783146247,4930.009751582673,2.860789965480862,1.8525310080075903,0.10867247998102414,6.605765327560546,88.85476929566873,-1.0,
5.0,97,97,5.0,0.041937195557096185,3.6806438820158274,3.68064755442502,11.826359194745969,0.0031370532763568336,3.6939199454478686,4942.195778999171,2.8582146188845545,1.8760276082733076,0.049930979316731516,6.518256390345617,88.2359212531614,-1.0,
5.0,98,98,5.0,0.04225739393467309,3.823347611020196,3.823351456321364,12.097426105084958,0.003044501147169482,3.6949804534657615,4954.278923032188,2.855144352711661,1.8999534654595047,-0.009883663648761143,6.422681243355372,87.45658354402129,-1.0,
5.0,99,99,5.0,0.04233409002155386,4.0238887046907035,4.023892792529015,12.478272299525964,0.002919670727248275,3.6963571821607335,4970.009079870805,2.8503139187626245,1.932383341329848,-0.09095835332461988,6.2972698424926765,86.40337066640821,-1.0,
5.0,100,100,5.0,0.042253574874058675,4.1881385234100685,4.188142807913525,12.799987860874161,0.0028154230071357426,3.69738290358864,4981.761173985868,2.844819752290866,1.9585964255426545,-0.15649106385663636,6.202902390159968,85.5405880164573,-1.0,
5.0,101,101,5.0,0.04227977178348996,4.352607293787264,4.3526117813102445,13.146817572483393,0.0027004669505908685,3.698422522820775,4993.700857377078,2.838235776918492,1.9859770601782416,-0.22494265044560358,6.0845774990987245,84.23251742025573,-1.0,
5.0,102,102,5.0,0.042306332798798696,4.5170191118673575,4.517023808745219,13.518057160586238,0.0025778662671496755,3.6995073563550824,5006.190322593396,2.830680914482226,2.014503678073936,-0.2962591951848399,5.942330325800478,82.46285780394304,-1.0,
5.0,103,103,5.0,0.04230785775099721,4.686802574106883,4.686807468350217,13.950825230483957,0.0024334826625336627,3.7008943222281614,5022.203683349696,2.819726287707093,2.047422780763392,-0.3785569519084788,5.776681430736884,80.1124446492397,-1.0,
5.0,104,104,5.0,0.04230420274791413,4.862363431564804,4.862368519822535,14.446244071282699,0.002273703673099719,3.7024547660840055,5040.281193497974,2.8054056890845933,2.083974656074448,-0.4699366401861198,5.598285341735581,77.35413076437547,-1.0,
5.0,105,105,5.0,0.042305089505154436,5.047714373638216,5.047719694922147,14.98286975602837,0.002115733927705785,3.704115490292695,5059.591919333985,2.7899898842849207,2.1222976653548784,-0.5657441633871958,5.417465631968405,74.5061393912233,-1.0,
5.0,106,106,5.0,0.042296905956706654,5.257783560859995,5.257789185098684,15.699566911897481,0.0019155389128151733,3.705846421124807,5079.797747051036,2.767109696336754,2.169806724397118,-0.684516810992795,5.17713510318751,70.56277072951346,-1.0,
5.0,107,107,5.0,0.04235116712528142,5.427748852916001,5.427754748192444,16.405270539186315,0.0017330889172152222,3.7073568016285106,5097.494919789589,2.7427645417551294,2.214039695605766,-0.7950992390144149,4.9442412649075465,66.58912246810462,-1.0,
5.0,108,108,5.0,0.042403146246324575,5.565585252028235,5.5655913867441535,17.09877305613011,0.0015695215606724437,3.7087764064792608,5114.184674763556,2.71768657536257,2.2556812178845287,-0.8992030447113217,4.725009641487455,62.76491710283657,-1.0,
5.0,109,109,5.0,0.042386538005682484,5.68426654765376,5.68427290192531,17.7970230118612,0.001421620376655265,3.7101076841712377,5129.88564747259,2.691847653114236,2.2957711563037844,-0.9994278907594607,4.530068542685869,59.37090840491004,-1.0,
5.0,110,110,5.0,0.042436281974340684,5.791527807777588,5.79153437856396,18.541803050023898,0.0012808213132921617,3.7115343067040447,5146.7646181459295,2.664140692489804,2.3370868498792254,-1.1027171246980636,4.334885311300988,55.97928398873071,-1.0,
5.0,111,111,5.0,0.04247290552567806,5.891971471092088,5.891978266717202,19.35668364593484,0.0011452994957415602,3.713138341604509,5165.808964580483,2.6341826867377227,2.3808609665890934,-1.2121524164727333,4.126088927493673,52.35459320874956,-1.0,
5.0,112,112,5.0,0.04250919984475532,5.985926670974555,5.985933701949548,20.218921575306627,0.001020959983143156,3.714975295679335,5187.705284503917,2.603250563887296,2.4260628538221614,-1.3251571345554032,3.912714886533029,48.66919328721258,-1.0,
5.0,113,113,5.0,0.04254501729027815,6.075183226919717,6.075190509605892,21.093270174466408,0.000912596766378795,3.717107432993268,5213.2365686988305,2.573054494533634,2.471363258366038,-1.438408145915095,3.7052163551625057,45.11437663243745,-1.0,
5.0,114,114,5.0,0.042572523194988054,6.162308280242153,6.162315839390632,21.93101893895847,0.0008236036867895686,3.719610409619489,5243.368849439872,2.545643457862776,2.51520495399289,-1.5480123849822238,3.51463625501174,41.883767987879146,-1.0,
5.0,115,115,5.0,0.0425803261510318,6.29280128910918,6.29280931550672,22.92408095788339,0.0007364097136193572,3.72419628080588,5299.0288111372865,2.516351892406093,2.572014685914569,-1.6900367147864221,3.3266369445674124,38.80536443601041,-1.0,
5.0,116,116,5.0,0.04260428140218231,6.44731392927592,6.447322575965093,23.68411739762512,0.000684161281650634,3.7310378149725314,5383.166528866857,2.498437035617604,2.627711365785308,-1.8292784144632694,3.2078802083918507,36.95423952655364,-1.0,
5.0,117,117,5.0,0.042610213961161714,6.575561243096368,6.575570462305973,23.882960822335228,0.0006804866654359261,3.7388538709952126,5480.92514753849,2.4993753412969526,2.6662375120599964,-1.925593780149991,3.191933705510403,36.78942190470123,-1.0,
5.0,118,118,5.0,0.042604174284988305,6.69210761248001,6.6921173781623935,23.862547057547502,0.0006943266157726774,3.747252788510128,5587.953564622262,2.507570139407161,2.6990904453608686,-2.007726113402171,3.208401896771581,37.1454386680317,-1.0,
5.0,119,119,5.0,0.042614926168013545,6.798225287192143,6.798235571226906,23.673964084396783,0.0007223270692432948,3.7560999035459366,5702.9544591303,2.5212470096278405,2.727587278642316,-2.07896819660579,3.2515024812822024,37.92669955944413,-1.0,
5.0,120,120,5.0,0.042659446599578654,6.8937738137571065,6.893784580502846,23.366194753643782,0.0007618059222767403,3.765319108811164,5825.310899499376,2.5387224387312775,2.753098115181146,-2.142745287952865,3.3161114307112536,39.03687951777688,-1.0,
5.0,121,121,5.0,0.04266776919419013,6.9807572503471205,6.980768469799936,22.977474714732093,0.0008112354797342483,3.7748172182425175,5954.114996230382,2.558855616030052,2.7765191623303096,-2.201297905825774,3.3985877118560044,40.41340000233527,-1.0,
5.0,122,122,5.0,0.042665342969299136,7.061878978491079,7.061890631133829,22.55778543869256,0.0008673256238512065,3.784445054786647,6087.585231781094,2.5800542718146,2.799018837766315,-2.257547094415788,3.4916446716945044,41.93456879469707,-1.0,
